[华语私人订制] 最懂你的华语推荐 每日更新35首,华语,介绍：全都是耐听的华语好歌这里是你的专属华语日推收藏订阅，歌荒，不存在的事,390万,525670560,35,44698
说唱新世代 每首我都爱（持更...),华语-说唱-流行,介绍：前两首是我自己做的歌 其他的歌都是说唱新世代的歌曲《说唱新世代》每期选手唱过的歌网易云有的话都会第一时间加进来的，还添加了一些参赛选手节目之外的作品 反正都很好听！,16771,1253408,54,170
酷中带甜 | Rapper旋律说唱,华语-浪漫-说唱,介绍：听一首甜甜的情歌啊啊啊啊啊啊啊啊啊真怕rapper说情话只想当你的小可爱,20186,1304884,149,162
女孩子少一点胡思乱想就多一份快乐,华语-治愈,介绍：“请你用绝对清醒的理智去压制你不该有的感情”.我之所以这么待你，是因为我愿意。若能以此换回同样的诚心，固然可喜，若是没有，我也没有什么可后悔的,70236,3577446,72,54
晚安 | 醒来后再胡搅蛮缠的一切都亮了起来,华语-夜晚-治愈,介绍：感觉好像再也不会快乐了，也许整个阿兹卡班的摄魂怪都在我房间里。我抑制不住地一件件回想伤心事——我白天绝不会在乎的小事，然后，那点伤心的小苗迎风怒长，春藤绕树一样绞缠我的心。半夜就是很丧，很柔弱，很娇气，看虐文哭出的眼泪都要比白天多一公升。也许，只有在晚上丧穿床板，白天才能继续保持元气满满。有张有驰，蛮好！封面 by 森川morii,17870,2838575,46,216
说唱新世代（说唱新时代）,华语-流行-说唱,介绍：缺失(其他作品代替)：27.都是我-懒惰26.返老还童-圣代25.芸芸众生-姜云升24.天选之女-陈近南-来自世界的恶意23.Lonely lie-阿达娃-小镇姑娘 (Live)22.掌斗剑-Gm仙-道斗道21.WOLF GANG-那奇沃夫-W O L F20.HALO!- 万赛文OneBoi-Let Me Know19.Harbour-石玺彤-say so ( cover:豆荚猫 Doja Cat ）18.风-张愚歌-马都flow17.丁丁猫儿-施鑫文月-莫提16.Mom Pray For Me-Landuo懒惰-KMN15.山城男人-$唐老师-袍哥酒14.老刘-斯威特MCSWEET-还来得及13.(已发布)Hometown-夏之禹-在 希 望 的 田 野 上 I N T H E F I E L D O F H O P E12.Mirror-阿达娃-小镇姑娘 (Live)11.反路-叫我AK-写给说唱新世代参赛选手的一封挑战书10.那一首歌-刘悦spam（生番）-贰叁柒9.Not my wrong-万赛文OneBoi-Let Me Know8.与众不同-迪木-Change7.每一个迷路在新宿站的人-愚月FoolMoon-Pink Moon！6.就算你活在二次元-石玺彤-say so ( cover:豆荚猫 Doja Cat ）5.Real Life-Doggie-Next 2u4.雨夜惊魂-圣代-凯瑟琳3.奥利奥少年-江奈生-薛定谔的猫2.小兔子乖乖-那奇沃夫-W O L F1.而立-刘悦spam（生番）-贰叁柒各年代已收录：00s-Lose Yourself90s-Amani80s-路灯下的小姑娘70s-I Want You Back60s-Hey Jude50s-Jailhouse Rock40s-如果没有你30s-霸王别姬戏曲,29314,1699892,85,197
私藏 | 值得循环的Cover合集,华语-网络歌曲-翻唱,介绍：一个人爱上小溪 是因为没有见过大海 可我已见过银河 但我仍只爱你一颗星,10万,9100575,234,136
那些10w热评的中文歌,华语-流行-治愈,介绍：这里10w+评论的华语歌曲，喜欢华语歌曲的可以来这里收听哦,10409,837629,142,24
Rapper的浪漫，没人顶得住！,华语-说唱-浪漫,介绍：Rapper的浪漫要24小时收藏！他们用韵脚写的诗，你读了吗？,44874,2070949,20,266
精选 | 网络热歌分享,流行-华语-民谣,介绍：希望我拼命争取的 最后都能是我的进来了就分享一段自己喜欢的句子、文案吧,545万,499568896,103,18984
神仙翻唱：超好听的男生翻唱集鸭,华语-流行-翻唱,介绍：神仙翻唱：超好听的翻唱男声cover集鸭歌单制作：小攀哟歌单创建：2020.1.10歌单更新：每天更新中…勿侵、欢迎收藏，关注为什么每次当我要想要忘记你的时候，你却出现了，是想要看看我有多狼狈么?,72791,8083488,102,141
所有好运都会与你撞个满怀,华语-治愈-浪漫,介绍：愿这词里尽是思念的语，能救活潦潦一生的你，没有人是独一无二 这个世界总有一个和你类似困境的人.,59109,2174584,29,46
「旋律hiphop 」私人定制,说唱-R&B/Soul-华语,介绍：听一首正能量的hiphop谈一场轰轰烈烈的恋爱！,11万,9117418,445,327
中国新生代 | 那些崛起的说唱后浪们,华语-说唱,介绍：随着《中国新说唱》等说唱节目陆续的上映，今年嘻哈一词在国内迅速蹿火，席卷了大街小巷。嘻哈已是当今的超级热度，说唱、街舞等充满着街头文化的嘻哈话题在人群中火速传开，从一开始的“Freestyle”“Skr”到后来的“Punchiline”越来越多的嘻哈话题出现在年轻人聚会中，显然嘻哈音乐已不再地下，不再小众。说唱让人“心动”的魔力，始于动脉里新鲜血液的沸腾，落于静脉里不变处心的复归，如今无数的中国说唱界的领军人物引导着“新生们”走进嘻哈圈，他们把real的态度和对实力的尊崇传递给说唱的后浪们，相信不久的将来，这些后浪也会扛着中文说唱的大旗走向世界。,6040,465707,81,64
超好听的 翻唱+原创（热歌）,流行-华语,介绍：新歌单 感谢收藏ovo 可以投稿！,8811,776897,60,38
音乐综艺Live，你的独家记忆,华语-流行-说唱,介绍：2013年，一档《我是歌手》为我们带来新的聆听体验。之后的荧幕上，《中国好歌曲》致力原创造歌，《我想和你唱》实现素人与歌手的合作，《中国新声代》寻找新一代好声音，《跨界歌王》一展歌喉，《中国新说唱》更是带来一股嘻哈热潮。再一次收听，再一次用音乐带给你独家记忆。,6176,718799,121,11
偷偷许愿：你喜欢的一切，最后都会属于你,华语-流行-治愈,介绍：无论何时 都希望你别弄丢了自己身上的少年气永远朝气蓬勃 即便生活有疲惫 依旧元气满满地向前奔跑看四季变换 在春去秋来之间 葆有盛夏的炙烈和狂热即便逐渐平和 依然内心有无尽的向往葆有干净澄澈 在广袤的天地间 披星戴月 循光而来愿你有酒逢千杯少的知己 也有嘘寒问暖的枕边人无论世事沧桑如何变迁 始终保持不变笑靥如花 无惧无畏 披荆斩棘 乘风破浪最后 偷偷许愿：你喜欢的一切 最后都会属于你封面人物：易烊千玺文案来自：履述先生,18540,3450505,41,249
【90年代影视】专属记忆，经典私藏,华语-影视原声-90后,介绍：还记得吗？流淌在岁月长河中的专属记忆。不会因为时代更迭而失去色彩的经典——九十年代影视剧主题曲本单收藏了包括《还珠格格》《新白娘子传奇》《笑傲江湖》《雪山飞狐》《包青天》《康熙王朝》《倚天屠龙记》《我和春天有个约会》《我爱我家》《编辑部的故事》《鹿鼎记》《刑事侦缉档案》《北京人在纽约》《小李飞刀》《神雕侠侣》《反黑先锋》等经典影视剧原声。带你回到过去，再一次倾听属于你的故事！,24558,1939481,145,23
粤语说唱/广东/香港/澳门/南方力量/HIPHOP,华语-流行-说唱,介绍：点进来的朋友不妨收藏后在评论区留下你想说的话吧~↓↓↓往下拉继续阅读致敬所有地下说唱者，坚持自己最初的音乐梦想，用歌词表达生活，爱情，友情。Canton Power粤语，又称为广东话、广府话、白话，是一种汉语方言，属汉藏语系汉语族。在中国南方的广东中西部、香港、澳门、广西东南部，以及海外的东南亚、欧美地区的部分国家华人社区中广泛使用。南部地区代表说唱风格为Old School Boombap,7995,182131,97,11
月光所照 皆是故乡,华语-思念,介绍：很喜欢的一段话，当我们熟练于用字正腔圆的普通话和五湖四海的外语穿梭各个大大小小城市之后你还记得家乡那句温暖的方言么？那不仅仅是声音，是回忆也是爱,20717,1606872,29,9
中国新说唱1-2季歌曲全收录,华语-流行-说唱,介绍：《中国新说唱2020》强势来袭！最新最全音频即将独家上线网易云音乐！吴亦凡、潘玮柏、张靓颖、GAI周延、朴宰范——五位制作人全新加盟，带你见证RapStar的诞生！本歌单收录《中国新说唱》前两季节目中的所有现场音频，Who is the RapStar? 我们不见不散！,20341,2183837,250,275
【励志歌单】适合学习的BGM,华语-校园-流行,介绍：坚持不下去的时候，趴在桌子上听首歌吧，不要担心现在复习晚不晚，只要开始就不晚，犹豫来犹豫去，就真晚了。 PS：如果有推荐的歌请评论私聊，备考路上你我作伴风雨兼程潇潇洒洒～,86095,4259393,167,816
Rapper超甜 | 沉溺在你爱的告白,华语-说唱-浪漫,介绍：要做一个会撒糖糖的小孩子走一路 糖撒一路让和我一起走在路上的你甜到心里,46013,2921686,105,145
说唱听我的2020（已更新）,华语-说唱-R&B/Soul,介绍：由于节目版权问题，部分参赛歌手的作品只收录了一首热门单曲，喜欢他们的可以通过作品前往歌手页支持他们哦！每一期参赛曲目会更新到评论区，欢迎大家点赞哦ListenUp2020终于官宣，正式定档五月！中文名由《节奏演说家》变为《说唱听我的》，但也只是中文名字的改变，ListenUp的宗旨还是“HipHop自己说了算”！《说唱听我的》导师阵容:派克特+艾热、ICE+弹壳、袁娅维+小鬼、法老+光光#说唱听我的#中国新说唱第三季#中国新说唱2020#说唱听我的2020#Free-Out/Freeout#Nous#说唱新世代#2020#说唱#HipHop,21709,1762784,383,287
你要偷偷厉害，万事皆可期待,华语-流行-治愈,介绍：人生绝大多数的生活都平淡无奇所有闪闪发光的瞬间都是平淡中最珍贵的沉淀下定决心要做的事 只管安安静静去做不声张 不埋怨 不动声色把热情留给自己 默默积蓄力量希望你不要自责 不要自我怀疑 不要不开心大家都曾在不同的处境中辛苦着熬过一些日子 悄悄变厉害万事皆可期待 会发光的 会被看见的,51606,5721002,37,984
「Hiphop」初听惊艳再听上瘾的国风说唱,华语-说唱-古风,介绍：中文说唱坚持用中国古典元素和音律创作歌曲，用华流说唱书写中国人自己的激荡胸怀，引领了中国风的潮流。以倔强与霸气一路向上、伸手摸天，也用说唱作品承载社会责任与人文价值，表达中国人无与伦比的精气神。用这样的音乐来唤醒国人的魂灵，确实能在这个时代，赋予音乐以更积极的意义。,32368,2398427,46,130
有没有一首歌对你来说意义非凡,华语-孤独,介绍：“轰轰烈烈”是开头“跌跌撞撞”是结尾那么容易走的人 没有什么值得遗憾的,6501,482335,136,106
在 你 眼 中 我 是 谁,说唱-华语-流行,介绍：喜歡歌單的話，麻烦請关注我/持續更新在评论区留下你最想说的话吧很高兴梦里都是你，很难过你只在梦里,11457,1730301,50,15
精选丨超级温柔的男声,华语-流行-浪漫,介绍：“你不会遇到第二个我友情也好，爱情也罢”/ “也许我喜欢一个人，或是一个人”“很累的时候，就听些歌放空”“很烦的时候，就去楼下散步”“爱的人不在，就好好爱自己”“等的那天还没来，就先做自己喜欢的事”“你其实是一本书，何必去当别人的书签”/ “时间如此宝贵，愿你满眼都是温柔”,13748,686467,65,44
疗愈星河深处，让伤感优雅的落幕,华语-流行-治愈,介绍：长大后的我们才明白生活处处都是战斗上下班的地铁里人头攒动 步履匆匆挤满了忙碌的灵魂怀揣着不同的梦想却又面临着不同的难题这时不妨戴上耳机那些难与人说的苦和累都让歌曲表达出来只有保持平和与笃定生活才会对我们施与微笑这些歌只有经历过的才会懂吧,30533,2199858,40,253
地下8英里全国总决赛2020,华语-说唱,介绍：地下8英里2019-2020全国总决赛音乐合辑，Featuring来自龙猪，新秀及马俊，制作阵容包含音乐总监Mai及地下8英里TOP 20 制作人Dav/G23/GLOCK幺七/Toby Davis/C-Low/KeeradLee/KeeradLee/Toby Davis等，打开耳机感受冠军音乐力量。,13007,846004,15,124
♥︎声控福利♥︎温柔男友嗓音,华语-流行-说唱,介绍：情场失意了别难过，你还有我,5711,1140324,74,4
我这么差劲怎么会成为别人的遗憾.,华语-夜晚-治愈,介绍：你不能妄想原本南行的人陪你一路向北,14949,1843026,89,193
华语说唱 | 非战斗人员请撤离,华语-说唱-翻唱,介绍：为什么听HipHop?可能是因为他能理直气壮的诉说着爱恨情愁把所有的想法都展现出来他可以直白的说出这世间最美好与最丑陋的那面他还有酷酷的表达方式给人感觉天大的事儿都不是事儿嗯，就是这样真实的东西让人又爱又恨因为不是所有真相都是美好的,10845,1992845,78,56
高考查成绩的那天 希望这天你是满心欢喜,华语-流行-感动,介绍：“我们要开始奔赴不同的人生啦”“祝你们一切安好”“大家都是”你还记得你高考查成绩的那天吗是紧张，是激动，还是释然回眸那些看似平平淡淡的日复一日会突然在某一天让人看到坚持努力的意义愿大家都拥有长长久久的挚爱与梦想在这个比往年更不一样的毕业季希望大家都能如愿奔赴自己想去的地方实现你们的梦想祝在座的全部金榜题名,40553,3117965,36,2754
精选｜那些超好听循环歌曲,华语-流行,介绍：从前车马很慢，书信很远，一生只够爱一个人。,61516,6459831,128,92
希望嘴边的碎碎念念，变成身边的岁岁年年,华语-治愈-翻唱,介绍：慢慢来吧总有一场相遇是互相喜欢 互相欣赏 共同成长是隔着茫茫人海带着温柔奔赴过来的,19699,1596415,237,83
刘大壮歌曲合集,华语,介绍：刘大壮歌曲合集,6281,317447,26,26
故作坚强丨当代成年人的崩溃瞬间,华语-伤感-孤独,介绍：你有过面对绝望却只能硬扛的体验吗？看着城市华灯初上 人群熙熙攘攘内心却缩成一团 愈发落寞孤单可你已经是一个成年人了成年人怎么能随便崩溃呢？封面来自网络,67030,7267156,49,390
路灯看久了 | 总觉得没有老家星星亮,华语-民谣,介绍：多年后，我又回来这里。短檠灯，绿窗的雾、长梯，风雪门外人，耳语、相依。像极那时的我和你。,7794,346994,34,5
流行热歌丨神经病，没关系,华语-流行-夜晚,介绍：希望你能分清楚抑郁症和心情差来，听歌释放,16678,1208232,85,30
失恋必听 | 如果真的失去 就假装从未拥有,华语-流行-伤感,介绍：一直在寻找，可惜在茫茫的人海，我还能找到你吗？现在的我们，早已是不知身在何处，没有了我的陪伴，希望你还能习惯。若有一日，你再次叩开我的心门，我会重新给你一个温暖如故的怀抱，只是不知道你还能否找到来时的路。,24826,1649910,310,132
中国说唱|是金子总会发光,华语-说唱-榜单,介绍：值得收藏的中国说唱歌单之一!!!错过了中国说唱的萌芽期一定不要错过属于它发光发热的时代,33654,10715874,56,600
