url,title,play,user
/playlist?id=3102038199,音乐综艺Live，你的独家记忆,71万,曲库小护士
/playlist?id=5176143391,偷偷许愿：你喜欢的一切，最后都会属于你,345万,mayuko然
/playlist?id=3101978600,【90年代影视】专属记忆，经典私藏,193万,曲库小护士
/playlist?id=5016011541,粤语说唱/广东/香港/澳门/南方力量/HIPHOP,18万,士多啤梨少女Strawberry
/playlist?id=5255959464,月光所照 皆是故乡,160万,大肥猫好可爱哟
/playlist?id=5175871316,中国新说唱1-2季歌曲全收录,218万,网易云音乐
/playlist?id=4870662268,【励志歌单】适合学习的BGM,425万,博儿要努力奋斗up
/playlist?id=3168423108,Rapper超甜 | 沉溺在你爱的告白,292万,远房小姑
/playlist?id=4899336347,说唱听我的2020（已更新）,176万,Rootskool杂货铺
/playlist?id=5045941917,你要偷偷厉害，万事皆可期待,572万,mayuko然
/playlist?id=3085534147,「Hiphop」初听惊艳再听上瘾的国风说唱,239万,_-JeffreyY-_
/playlist?id=3175331452,有没有一首歌对你来说意义非凡,48万,止于言情u
/playlist?id=5318604184,在 你 眼 中 我 是 谁,173万,KIND_CQ
/playlist?id=4983225853,精选丨超级温柔的男声,68万,温差感
/playlist?id=4989741851,疗愈星河深处，让伤感优雅的落幕,219万,灬松风竹影
/playlist?id=5297843747,地下8英里全国总决赛2020,84万,地下8英里官方
/playlist?id=5281964966,♥︎声控福利♥︎温柔男友嗓音,114万,岛屿下
/playlist?id=4932781493,我这么差劲怎么会成为别人的遗憾.,184万,总裁小妾
/playlist?id=5051433464,华语说唱 | 非战斗人员请撤离,199万,饭饭之交c
/playlist?id=5098533900,高考查成绩的那天 希望这天你是满心欢喜,311万,螚安Vivienne
/playlist?id=2972636860,精选｜那些超好听循环歌曲,645万,RJH国荣
/playlist?id=4981959875,希望嘴边的碎碎念念，变成身边的岁岁年年,159万,望你眼中风起
/playlist?id=5039972493,刘大壮歌曲合集,31万,依旧赵小花吖
/playlist?id=3091047129,故作坚强丨当代成年人的崩溃瞬间,726万,原创君
/playlist?id=5257527804,路灯看久了 | 总觉得没有老家星星亮,34万,foreverallin
/playlist?id=5049851995,流行热歌丨神经病，没关系,120万,Belle蓓菈
/playlist?id=5012790280,失恋必听 | 如果真的失去 就假装从未拥有,164万,桑乔维塞
/playlist?id=4998130545,中国说唱|是金子总会发光,1071万,三亿资产肥治
/playlist?id=5010776572,民谣——永远是敲击心灵的那把小锤子,214万,菠菜含有铁
/playlist?id=5078855536,去犯错，去跌倒，去胜利，去用生命再创生命,220万,三亿资产肥治
/playlist?id=5008027636,夏天的风，吹皱了城市的喧嚣,252万,情思天鹅
/playlist?id=5090157185,富有很多旋律色彩的说唱，温柔而勇敢！,772万,三亿资产肥治
/playlist?id=2936830488,CMJ~纯音乐,133万,Mint_六七
/playlist?id=5127071989,治愈向| 听歌是抚慰情绪最好的良药,2501万,情思天鹅
/playlist?id=5362309759,未来很长，希望能有你陪伴,22万,贾嘉葭_
/playlist?id=5073846682,慢慢悠悠压马路，清新歌曲最合拍,167万,大肥猫好可爱哟
/playlist?id=5126389016,盛夏白瓷梅子汤，碎冰碰壁铛啷响,110万,扥你
/playlist?id=4898889857,一支榴莲|愿安,70万,苦口师kks
/playlist?id=3179260435,百听不腻的神曲《网络热歌》,63万,莫离-Nice
/playlist?id=5091008047,原来，爱情也有保质期。,75万,铁锨andRose
/playlist?id=5236905599,我想陪你喝秋天的第一杯奶茶,317万,小攀哟
/playlist?id=5312527113,怎样的归宿 才对得起满路的荆棘,52万,大肥猫好可爱哟
/playlist?id=5252260085,地铁歌单 治愈你通勤路上的孤独,787万,成都地铁_metro
/playlist?id=5212598517,你有多久没好好看看这世界了,447万,mayuko然
/playlist?id=3095776136,你最近过得好吗？,111万,请不要再遇见我
/playlist?id=4926920704,嘿，夜深了，你也睡不着吗,263万,格格酱GG
/playlist?id=5173283081,夜晚情绪库•总有人黑着眼眶修着仙,355万,螚安Vivienne
/playlist?id=5137419858,二十岁后的人生像是按了加快键,950万,空气很颓废
/playlist?id=3133706957,没结果的事情早点说【Rap】,18万,舍你其谁当我的est
/playlist?id=5328254815,//今日份的全糖去冰//情话Rap；情歌说唱,14万,Skr----------------
/playlist?id=5339779763,精选l 说唱新世代学员作品集,27万,偷偷的叹了口气
/playlist?id=5092121433,我爱你就像风走了千万里从不问归期,16万,最美不过皇冠海i_
/playlist?id=5266930794,伤感说唱 | 你从来没有爱过我 | 丧rap,41万,欲望始终难抵你
/playlist?id=5267494165,伤感说唱 | 眼泪它不会说谎,53万,一片孤叶行舟
/playlist?id=4875099155,惊艳耳际，一秒倾心,27万,搞笑的酸葡萄
/playlist?id=5056562645,青春与理想 · 摇滚精选集,55万,嘻嘻嘻小霾
/playlist?id=4997902892,【中文说唱】最纯正的中文说唱flow合集,16万,想要盒乐高
/playlist?id=5171859722,2020|中国新说唱最火单曲,19万,里赛
/playlist?id=3180116971,马思唯是个角色,23万,低保真男孩拯救失眠
/playlist?id=5101473937,很遗憾没能好好接受爱,16万,Roy要努力
/playlist?id=5037931817,「女声Rap」 优雅不失态度的国产酷女孩,20万,音乐变革者-
/playlist?id=5184275286,KoI喜欢的腔调,13万,KoIKoIKoI_
/playlist?id=5091550227,微醺Hiphop | 扑通 醉倒在酿满爱的银河,50万,你要乖喔-
/playlist?id=4952954469,房东的猫/解忧邵帅/隔壁老樊/枯木逢春,30万,_南鸽先生_
/playlist?id=5310951194,伤感说唱 |走心旋律rap,90万,剧终人散以后
/playlist?id=3041430743,伤感说唱rap | 假 如 生 活 欺 骗 了 你,79万,泡沫_sn428
/playlist?id=5307300900,好听的说唱单曲循环鸭～,17万,NoraEnPure_
/playlist?id=5247601029,综艺：《说唱新世代》+2020,17万,叽律叽
/playlist?id=5097488110,蓝色之夜丨偷一曲浪漫在梦里共舞,23万,在宁静的水坑路
/playlist?id=5104218269,让你单曲循环的华语流行歌单,31万,白咿呀白
/playlist?id=5214716001,中文说唱|真正有态度的都在这,41万,作曲家林轩
/playlist?id=5318994564,即使我做什么 都没有意义,17万,子木流弊
/playlist?id=5079225483,Rap beat | 自选说唱伴奏 | 持续更新,30万,柠檬味的TEA_
/playlist?id=3125270631,Hiphop说唱老字号,17万,Hiphop说唱站
/playlist?id=4875051831,甜 甜 的 情 歌｜就怕rapper说情话,14万,Linn_ec
/playlist?id=4946086065,睡觉前的情歌说唱;-),25万,我要逃学威龙
/playlist?id=5050617202,『华语优质说唱』建议随机播放,16万,Yanbiest
/playlist?id=5067152407,【炸裂说唱】-藏在黑暗里的凶狠狂兽-,28万,犯懒鲸Whale
/playlist?id=5363668156,饶 舌 情 歌,16万,CreepyCreepyCreepy
/playlist?id=5313558949,超级Nice的旋律~混合语种,35万,SG丶我叫张坏坏
/playlist?id=5212082664,「10W+」这些歌值得你单曲循环,35万,网抑且猫咪
/playlist?id=5163436388,〖值得学习的 HipHop说唱 顶尖Flow〗硬货,26万,VV就是DoubleV
/playlist?id=5028868381,难平的不是山海 是你的心.,17万,记得那次雨
/playlist?id=5310054125,精选说唱♥︎旋律rap♥︎单曲循环,62万,村雨丶J
/playlist?id=4892968882,「所念皆星河」CMJ纯音乐,13万,叶墨知凡
/playlist?id=4940909174,中文说唱的极致Flow,38万,Kolerchn-
/playlist?id=5105461585,私藏丨超级好听的男声,16万,温柔拥你
/playlist?id=5233525445,10w＋里的故事,29万,尝一口味
/playlist?id=5068534740,干嘛听苦情歌以为多浪漫,58万,孤身星河
/playlist?id=5257728225,前路慢慢行，记得欣赏路上的风景,76万,_狗十三-
/playlist?id=5189447581,愈疗基地 | 唯有孤独的人才是最强大,28万,圈圈的呆子
/playlist?id=4979961794,不要再随便心动了,13万,冉釉
/playlist?id=4975466366,盘点那些宝藏男生的歌声,22万,叫我温老师
/playlist?id=4993101179,远到而来这世间，把余生献给你热爱的故事,19万,我是追逐落叶的风
/playlist?id=5236645400,『中文说唱』 只想私藏的顶级国语Flow,165万,赛因Sin
/playlist?id=5300510213,好听到可以单曲循环,16万,名任瑞
/playlist?id=4927092687,福禄寿FloruitShow,24万,你会不会披星戴月
/playlist?id=5069238203,『中文说唱RAP』都市街头艺术家,52万,翼OG
/playlist?id=5311338984,民谣｜故事易写，年岁难唱,17万,想发短信给你
/playlist?id=5358988312,2020最后一个月，一切都会好起来,349万,mayuko然
/playlist?id=5044948257,跳完这支舞 我们在一起好不好,61万,冰镇桃子酱
/playlist?id=5307094608,你温柔的小动作，是我每晚最甜的糖,44万,驴子鬼
/playlist?id=5165884583,初秋的风总是温柔，拂去满身疲惫,21万,空山鹤行
/playlist?id=3115782596,失眠症候群(颜人中),26万,找到替代我的人了吗
/playlist?id=5341346595,微风和畅｜复古的小巷贩卖着冬天的暖阳,15万,海沉溪
/playlist?id=5307255753,温柔说唱｜全都是想悄悄念给你的冬日心事,29万,速冻病娇样本
/playlist?id=5258032428,音乐食疗｜请给我一缕阳光 一杯咖啡就好,43万,-KooTo-
/playlist?id=5092808871,你的名字这么好听一定会出现在录取通知书上,711万,后原
/playlist?id=2651036663,那些好听到爆了的歌,13462万,迟到得到
/playlist?id=5182211608,到点了，该来这里听歌了。,36万,你不值得我洗头-_
/playlist?id=2899768194,精选｜Cover翻唱百听不腻,3592万,情感文字君
/playlist?id=3122005043,网愈云，希望你开心,300万,茉瑾年
/playlist?id=2807168180,●°丨520首丨超级好听的翻唱合集丨,1461万,-SuyNer
/playlist?id=5044037131,各種風格好聽的音樂❤【每日更新】,93万,CGoneZ
/playlist?id=2864735012,超级好听的华语歌集 一秒沦陷,407万,曜曜没剑了
/playlist?id=4980274449,踏遍山河岁月 你便是温柔四季,130万,我该去见你了
/playlist?id=5073940451,去乘风破浪，毕业仍少年,255万,真爱喝柠檬茶
/playlist?id=3225536785,刘大壮/王巨星/是你的垚/颜人中/要不要买菜,189万,白净亭
/playlist?id=3186888222,开嗓即沉沦丨超好听女声翻唱集,582万,田秋飒
/playlist?id=5277115241,11月，拾起丢失的温柔与快乐,442万,念念念安娜
/playlist?id=5057384557,两情若是久长时，又岂在朝朝暮暮。,920万,三亿资产肥治
/playlist?id=5033113676,和你的距离，是一万次低头哭泣,1001万,大肥猫好可爱哟
/playlist?id=4994606690,惊醒的凌晨比失眠的夜更难熬,489万,决劣
/playlist?id=5174342143,在梦里等斑驳轻舟,20万,请你和我双向奔赴
/playlist?id=2919634195,目光所致 遗憾满身,93万,-俺没偷胖次
/playlist?id=5291319353,别丧了 给你100个热爱生活的理由,549万,YouTube视频推荐
/playlist?id=5296620329,你认真的样子真好看 无须凭借谁的光,308万,mayuko然
/playlist?id=3113740649,单恋的故事大多相似,369万,原创君
/playlist?id=5171962779,治愈向：满载温柔，等一个你,399万,流年忧光影
/playlist?id=5081242654,不用刻意合群，有趣的灵魂会互相吸引,56万,芦娃还是小学生
/playlist?id=5262940119,独自旅行，是一种站在街头谁也不等的自由,267万,念念念安娜
/playlist?id=5337772287,​做全世界的大人，只做你一个人的小朋友,295万,獨鎵誋憶
/playlist?id=5230507149,高甜 | 我一扑向你，就感到无限温柔啊~,15万,音乐人小蜜蜂
/playlist?id=5049085662,摆地摊专用BGM，要的就是回头率！,754万,念念念安娜
/playlist?id=5038176324,最全最好听的华语歌单✨,88万,一生向海
/playlist?id=3111177481,这份爱会不会让你也好疲惫,382万,决劣
/playlist?id=5337224440,渐行渐远的关系里 你还记得我吗,313万,mayuko然
/playlist?id=2682044074,精选｜耳熟的翻唱合集,12006万,情感文字君
/playlist?id=5210579403,【华语·情歌】因为你，我对人生满怀期待,244万,三亿资产肥治
/playlist?id=2921577629,『网易云热歌』热评10万+的歌,487万,T_T杰宇
/playlist?id=4994255449,星星还是那么亮 月亮还是在天上,1379万,决劣
/playlist?id=5248802372,今天的风是秋天的信差，带着我的思念吹向你,342万,柠檬木有枝
/playlist?id=5247794832,我总不能阻止你离开我吧,50万,会心疼我嘛
/playlist?id=5057330770,那些分手后才懂的故事，致失去的爱情。,1115万,三亿资产肥治
/playlist?id=2858470213,宝藏男孩温柔男声作业用 [中文],1265万,本秋oao
/playlist?id=4859300541,我想把这些甜甜的歌都唱给你听,277万,叶逐天
/playlist?id=5007847978,2020最强TOP歌手榜 非常非常非官方,63万,星际怪客-艾斯卡尔和佐培尔
/playlist?id=5128791065,就都是很棒的女生rap.甜甜的咸咸的歌,17万,BabyG野猫-SEV
/playlist?id=5031813559,青春唱片｜耳机分你，去见你想见的人吧,326万,望你眼中风起
/playlist?id=5056262940,开启心动模式，耳机里的糖分你一半,403万,我该去见你了
/playlist?id=4876185005,毕业季丨致我们终将逝去的青春,213万,七厘视线
/playlist?id=2902040893,「乐队的夏天」全收录,263万,枫jackie
/playlist?id=5235501125,姜云升/ 沙一汀EL/ 夏之禹,18万,kowiiblue
/playlist?id=4988043536,有时候真的没落魄过就不会醒,139万,决劣
/playlist?id=5179550307,“烟不停的抽，夜不停的熬”,36万,是风在心动
/playlist?id=3225325858,写作业必备歌单✨［百听不厌］,1622万,你是铁憨憨唔
/playlist?id=5359643899,人海漂流记｜让耳机诉说温暖，陪你孤单,96万,飞奔在夜晚-
/playlist?id=5226725233,跨过星河迈过月亮 去迎接更好的自己,299万,YouTube视频推荐
/playlist?id=5033911304,诗情画意总是在我们平淡的日子里，直到老去,1425万,三亿资产肥治
/playlist?id=5073777925,初见姑娘时，花开秋上,335万,大肥猫好可爱哟
/playlist?id=3217968597,致敬黑暗里的光 感谢你们点亮夜空,451万,窝在被子里哇
/playlist?id=5193451991,纵使时光老去，你我仍能做更好的自己,197万,看瓜的少年与猹
/playlist?id=5060247353,❥私藏丨温柔是人间宝藏,24万,枕乔
/playlist?id=5277242532,听说爱笑的人 心里都藏了很多故事,543万,YouTube视频推荐
/playlist?id=4987571592,“爱意东升西落”,99万,长夜看海
/playlist?id=2796821320,网络热播的那些神仙声音（持续更新）,4792万,情感文字君
/playlist?id=5155716443,心累了，偷偷丧一会吧,26万,饭盆哥哥
/playlist?id=5086003023,在最好的年纪，为最纯的梦想，尽最大的努力,216万,格格酱GG
/playlist?id=5300092303,“最怕温柔与爱抵不过新鲜感”,81万,万鲸成海丶
/playlist?id=5228987915,甜甜恋爱|你是我听的见的心动,33万,一颗豆子douzi
/playlist?id=5051426445,走心华语 | 你没走，在我脑海里徘徊。,319万,饭饭之交c
/playlist?id=5177537131,未来可期 | 生活百般滋味，你要微笑面对,336万,柠檬木有枝
/playlist?id=5150445575,好听的中文歌｜需要音乐拯救整日的疲惫,69万,半眠two
/playlist?id=3207465821,青春故事丨你的回忆曾有谁的身影,161万,原创君
/playlist?id=4898633360,「CN R&B Chill」烟雾弥漫，透着漂亮的光,92万,JazzLove
/playlist?id=4966174908,陷落美好，满溢温柔,228万,橘子觉主
/playlist?id=5335570346,生活只是个提问者，你自己才是答案,195万,七厘视线
/playlist?id=5081978234,一首一个爱而不得的故事,19万,听歌就完事辽
/playlist?id=5244744415,时光信笺：追寻年少最美的初衷,186万,苏奕杰
/playlist?id=5200037411,我听过很多翻唱，却忘不了原本的声音,14万,太合音乐集团
/playlist?id=5152332685,一切深情都是铺垫以后的悲情,1707万,当做那是梦趴
/playlist?id=5034564150,精选｜超好听的翻唱【Cover】集 偶有原创哦,71万,呐彭七岁呐
/playlist?id=5290060149,冬日光临，才发觉又想了你一个秋季,267万,何木期
/playlist?id=3212991548,「精选」女声翻唱,192万,偷窥人间
/playlist?id=5357388594,熬过所有的苦，就会遇见所有的好,226万,情思天鹅
/playlist?id=5191825668,【失恋·翻唱】前任就像已读的消息 阅后即焚,857万,三亿资产肥治
/playlist?id=5269272394,听到你的晚安后 我再也没有失眠了,434万,YouTube视频推荐
/playlist?id=5226383107,来日方长 你我都要奔赴更好的远方,454万,灬松风竹影
/playlist?id=4974525540,关于我们 皆是遗憾,1031万,决劣
/playlist?id=4921270596,每一首歌都值得单曲循环,231万,芦娃还是小学生
/playlist?id=3203915472,温柔男声 治愈你的满是伤疤,368万,梅格妮-妮
/playlist?id=5309924166,枕头藏着发霉的梦，梦里住着意难平的人,58万,Evelauren
/playlist?id=5356939826,因为有明天我们才能熬过长夜,15万,毕宿叁
/playlist?id=5320812668,我的爱意和冬日的初雪，一起如约而至,448万,看瓜的少年与猹
/playlist?id=5273081683,闲暇时光|音乐是送给自己最好的礼物,134万,穹空悠人心
/playlist?id=4901164140,中国好声音2020,239万,风轻轻飘随你笑
/playlist?id=5272449993,秋天来了，要一起踩枫叶吗？,521万,苏奕杰
/playlist?id=5213676055,“这次车窗起雾 不知道该写谁的名字”,69万,Young刘逸泽
/playlist?id=3060714692,你有多久没有对一个人心动过了,649万,mayuko然
/playlist?id=2929230550,浩瀚星空 | 银河系观光指南,399万,与银河对视
/playlist?id=5245721972,你是我这一辈子，都不想失联的爱,381万,念念念安娜
/playlist?id=5070087275,这个夏天 要一起喝橘子味的汽水吗,1559万,梅格妮-妮
/playlist?id=5304108450,想更好的生活，先让生活看到更好的你,324万,脅川
/playlist?id=5074680104,“半路下车的人很多，不必去挂念”,60万,风起日暮里
/playlist?id=4980255627,网络流行热歌 持续更新,279万,银河趣事收藏家
/playlist?id=5291257668,天冷了，想和你一起靠近温暖的事情,329万,七厘视线
/playlist?id=5286606525,有没有那么一首歌 刚好说中你的心事,450万,YouTube视频推荐
/playlist?id=5285707662,眉眼温柔，日子自然也变得可爱,17万,甜氧i
/playlist?id=5351565342,考研倒计时：你要悄悄拔尖，然后惊艳所有人,183万,艾琳艾德勒丶
/playlist?id=5155012212,致青春：每一首歌都是一个故事,332万,苏奕杰
/playlist?id=5326230575,故事的结尾，心上人都是远方人,294万,情思天鹅
/playlist?id=5078863885,网易云伤感音乐,168万,决劣
/playlist?id=5035261481,爱得太过卑微 不如知难而退,69万,星际小罗罗
/playlist?id=5033464627,你费尽心思错过我 是为了遇见谁,84万,盼你多添一笔
/playlist?id=2981177242,「翻唱」好听的歌永远没有完整版。,5430万,万幸与你识
/playlist?id=4861381735,好听到单曲循环,75万,我们再重蹈覆辙好不好Re
/playlist?id=5338754489,在等雪花，新年烟火，和最好的我们,264万,我该去见你了
/playlist?id=5339355798,「华语流行」那些念念不忘的，都成了风景,34万,我自清欢丨被嫌弃的唐唐的一生
/playlist?id=4995047049,浮现出的旋律，难以忘记一见钟情的美好。,1147万,三亿资产肥治
/playlist?id=4979868585,有人关心 才有资格下落不明,55万,望你眼中风起
/playlist?id=5189993487,『精选』在你心里我也许 只是你欣赏的风景,27万,哈儿憨胖
/playlist?id=5171049054,期待与你一次不经意而美好的相遇,107万,卡哇伊哦a
/playlist?id=4958439055,晚安，让所有坏心情在睡前都清零,401万,爱听歌的狗大叔
/playlist?id=2676200363,私藏『治愈歌单』,228万,雾散爱起_ovo
/playlist?id=5347841680,谁的青春不曾迷茫 遇见你才是我最大的幸运,345万,mayuko然
/playlist?id=5207048455,唱一首秋天情歌，让夕阳把完美和遗憾封存,394万,路游里
/playlist?id=5297835171,暖心华语|愿平淡的日子也泛着光,554万,爱听歌的狗大叔
/playlist?id=5039004880,五月天突然好想见到你 | 线上演唱会歌单,26万,五月未了
/playlist?id=5260286672,放下一天的疲惫，做些自己喜欢的事吧,508万,-情殇雨夜-
/playlist?id=5073343738,「夏日入侵」摘一把野果看日落,80万,鱼头太二
/playlist?id=5172065997,我对你何止是执迷不悟.,78万,暮徐
/playlist?id=5242153599,世間萬物皆苦,24万,可你还记得
/playlist?id=5068561643,| 开 口 沦 陷 | 神 仙 翻 唱,38万,明天我们吃什么好呢
/playlist?id=5326057518,遗憾吗 错过了,50万,那晚撕心裂肺-
/playlist?id=5234460060,哭完了吗 挂了,1013万,是为你做的歌单
/playlist?id=5234888649,变得温柔一些，生活也会顺遂很多,406万,念念念安娜
/playlist?id=5212378620,“一个过客就要了我半条命.”,391万,雾早已散尽了
/playlist?id=3232484836,总有人后来居上,504万,长夜看海
/playlist?id=3238497407,适合睡觉｜遇见即是上上签,51万,椰子有五百吨
/playlist?id=5340943658,没来得及说抱歉,43万,开始闪烁
/playlist?id=5077917002,你不如现实一点 先把书读好,88万,耗尽归途的光
/playlist?id=5336813604,故人重逢像老歌重唱，歌词没变只是意味深长,364万,予妳晚风
/playlist?id=5314401852,不管人生多煎熬，眉眼都要带着笑,328万,情思天鹅
/playlist?id=5089925585,寒来暑往秋收冬藏，希望我们越来越好,20万,少女遇猫咪
/playlist?id=5345097037,爱不是电影，却比电影更有戏剧性,37万,北方易先生
/playlist?id=5122649249,独立乐队指南丨优秀且神秘的时代浪潮,26万,宋寂寞-
/playlist?id=4929868107,把你的难过暂存这些歌里，只想你快乐,358万,mayuko然
/playlist?id=4878092729,她眼里温柔泛滥,173万,窥尽人间遗憾
/playlist?id=5329438731,「车载音乐」带着音乐一起去旅行,26万,虚空第一美少女
/playlist?id=5358751778,【献给今晚的情书】相互取暖度过漫漫长夜,204万,化石奶奶
/playlist?id=2733578777,精选丨翻唱合集,2468万,喜-歡-都-給-你
/playlist?id=5263041288,当努力成了人生常态，生活就充满希望,232万,流年忧光影
/playlist?id=3020068902,失恋后才听懂这些歌,593万,oreo灵
/playlist?id=5067580763,边 路 伤 感 歌 曲,162万,你独占春色
/playlist?id=5205099016,Emo Rap|丧到极致的中文说唱与君共勉,685万,一眼泪目的歌单啊
/playlist?id=5336587382,这个冬天也要和喜欢的人一起过呀,339万,柠檬木有枝
/playlist?id=5308273663,积极的心态像太阳，照到哪里哪里亮,329万,砚青钦墨
/playlist?id=4966650849,总有个人能让你卸下伪装 如孩子般天真,91万,原创君
/playlist?id=5357521575,生活在慢慢变甜变可爱，十二月一定会更好吧,311万,望你眼中风起
/playlist?id=5171892215,什么时候开始，我们没有联系了,125万,初晨观潮
/playlist?id=3215936658,耳朵福利：百首好听宝藏热歌精选,975万,真咸鱼饼干
/playlist?id=3090651975,国语|所有的爱情都长在春天,73万,AkashiAshes
/playlist?id=3178112270,[ 单 曲 循 环 ] 想 摘 星 星 给 你.,299万,月湾龟
/playlist?id=4982041703,真可笑 还是忘不掉你,1195万,伤感句子博主
/playlist?id=5116940844,我们没有来日方长,48万,伪争
/playlist?id=5230069470,恋爱情话 | 最好的歌只想和你一起听,260万,茉瑾年
/playlist?id=4880351111,总有不期而遇的温柔和生生不息的希望,413万,迟到情书
/playlist?id=4993188086,『治愈基地』夜里的故事总是那么丰富,517万,勒溪
/playlist?id=2908129288,网易云伤感音乐：熄灯了我可以哭了吗,344万,赵宸彬
/playlist?id=4952775318,【翻唱】喝了那瓶奶忘了那个崽,400万,逸夫哦哦
/playlist?id=5146191146,好好去爱这个世界 因为你值得,2010万,螚安Vivienne
/playlist?id=5348380034,听说 初雪的日子适合告白和许愿哦,153万,-情殇雨夜-
/playlist?id=5295318325,风起爱意散,240万,毛亦周
/playlist?id=5027070307,翻唱｜你别皱眉 我走就好,529万,仙女爱吃香菜_
/playlist?id=5348375929,第一场雪下起的午后，想与你分享感动,397万,望你眼中风起
/playlist?id=3110865674,是雾的话，迟早会散的,279万,长夜看海
/playlist?id=3176080353,中国Disco女王——张蔷,16万,拾音Chris_Five_
/playlist?id=5026471288,爱会消失的对吗？,1556万,hhhiiiioo
/playlist?id=4960586404,充满阳光活力 开开心心生活 做自己的小太阳,305万,后原
/playlist?id=5230089726,执迷不悟dj小乐哥迷失幻境燕无歇七叔,33万,麋鹿诞
/playlist?id=4942981142,很杂的水瓶座歌单,18万,陶白白33
/playlist?id=4985042764,最后还是把你归入人海,808万,雾早已散尽了
/playlist?id=5300577886,这世界太吵闹，你要把自己照顾好,55万,最爱洋甘菊
/playlist?id=4885885865,叮叮 您有一份甜甜日常请查收,110万,梅格妮-妮
/playlist?id=5326128925,万物皆有裂痕，生活的答案不止是完美,359万,苏奕杰
/playlist?id=5254365012,所有的好运气，都在这个秋天如约而至,280万,olly的牙缝
